MID,MID Type,DBA,Client ID,Partner,Submitted Date,Approval Date,Related Acquiring MID,Rep,,,
261850,Gateway,Apex PT - Fenton,10000448 - ApexNetwork Physical Therapy,Practice Pro (Partner),2016-05-17,2016-05-17,1239220055004353,AxiaMed House,,,
262288,Gateway,Valley Hosp - CCD 505,10007215 - The Valley Hospital (NJ),Experian Health,2016-05-20,2016-05-20,1239220055004213,AxiaMed House,,,
262319,Gateway,Valley Hosp - Kraft Non Patient,10007215 - The Valley Hospital (NJ),Experian Health,2016-05-20,2016-05-20,1239220055004221,AxiaMed House,,,
262324,Gateway,Valley Hosp - Kraft Self Pay &amp; Commercial,10007215 - The Valley Hospital (NJ),Experian Health,2016-05-20,2016-05-20,1239220055004239,AxiaMed House,,,
262501,Gateway,Valley Hosp - Luckow Non-Patient,10007215 - The Valley Hospital (NJ),Experian Health,2016-05-23,2016-05-23,1239220055004247,AxiaMed House,,,
262502,Gateway,Valley Hosp - TVH Patient,10007215 - The Valley Hospital (NJ),Experian Health,2016-05-23,2016-05-23,1239220055004262,AxiaMed House,,,
262503,Gateway,TVH Mahwah NonPatient,10007215 - The Valley Hospital (NJ),Experian Health,2016-05-23,2016-05-23,1239220055004270,AxiaMed House,,,
262507,Gateway,Valley Hospital - Cele,10007215 - The Valley Hospital (NJ),Experian Health,2016-05-23,2016-05-23,1239220055004288,AxiaMed House,,,
262508,Gateway,Valley Hospital - Cert,10007215 - The Valley Hospital (NJ),Experian Health,2016-05-23,2016-05-23,1239220055004296,AxiaMed House,,,
262509,Gateway,VALLEY ONLINE BILLPAY,10007215 - The Valley Hospital (NJ),Experian Health,2016-05-23,2016-05-23,1239220055004304,AxiaMed House,,,
262510,Gateway,Valley Hospital-Luckow Patient,10007215 - The Valley Hospital (NJ),Experian Health,2016-05-23,2016-05-23,1239220055004254,AxiaMed House,,,
262514,Gateway,Valley Hospital - RevM,10007215 - The Valley Hospital (NJ),Experian Health,2016-05-23,2016-05-23,1239220055004338,AxiaMed House,,,
262517,Gateway,Valley Hospital - IRVG,10007215 - The Valley Hospital (NJ),Experian Health,2016-05-23,2016-05-23,1239220055004312,AxiaMed House,,,
262980,Gateway,Apex PT - Brentwood,10000448 - ApexNetwork Physical Therapy,Practice Pro (Partner),2016-05-26,2016-05-26,1239220055004411,AxiaMed House,,,
263217,Gateway,Two Trees Physical Therapy and Wellness,10007407 - Two Trees Physical Therapy & Wellness,Corral,2016-05-31,2016-05-31,1239220055004395,AxiaMed House,,,
265013,Gateway,Heart Clinic Of The South,10003187 - Heart Clinic of The South,Corral,2016-06-17,2016-06-17,1239220055004452,AxiaMed House,,,
265197,Gateway,San Buenaventura Physical Therapy,10005961 - San Buenaventura Physical Therapy,Corral,2016-06-20,2016-06-20,1239220055004478,AxiaMed House,,,
265388,Gateway,Tri-Rivers ,10007532 - UPMC,UPMC,2016-06-22,2016-06-22,,AxiaMed House,,,
265418,Gateway,RENAISSANCE FAM UPMC,10007532 - UPMC,UPMC,2016-06-22,2016-06-22,,AxiaMed House,,,
265430,Gateway,ERIE PHYSICIAN NETWORK,10007532 - UPMC,UPMC,2016-06-22,2016-06-22,,AxiaMed House,,,
265431,Gateway,UPMC BEDFORD,10007532 - UPMC,UPMC,2016-06-22,2016-06-22,,AxiaMed House,,,
265441,Gateway,UPMC Altoona Reg Hlth,10007532 - UPMC,UPMC,2016-06-22,2016-06-22,,AxiaMed House,,,
265443,Gateway,UPMC ALTOONA,10007532 - UPMC,UPMC,2016-06-22,2016-06-22,,AxiaMed House,,,
265450,Gateway,THE REGIONAL CANCER CENTER,10007532 - UPMC,UPMC,2016-06-22,2016-06-22,,AxiaMed House,,,
265580,Gateway,Valley Hosp - TVH Non Patient,10007215 - The Valley Hospital (NJ),Experian Health,2016-06-23,2016-06-23,1239220055004502,AxiaMed House,,,
265703,Gateway,American Resource Recover,10002957 - Gold Coast Recycling & Transfer Station,No Partner,2016-06-24,2016-06-24,1239220055004551,AxiaMed House,,,
265894,Gateway,Valley Hosp - TVH Adreima,10007215 - The Valley Hospital (NJ),Experian Health,2016-06-28,2016-06-28,1239220055004494,AxiaMed House,,,
266307,Gateway,Phoenix Children's Hospital,10005396 - Phoenix Children's Hospital,Experian Health,2016-07-01,2016-07-01,1239220055004437,AxiaMed House,,,
266590,Gateway,Antelope Valley Hospital,10000363 - Antelope Valley Hospital,Experian Health,2016-07-07,2016-07-07,1239220055004593,AxiaMed House,,,
266868,Gateway,Sierra Winds,10006284 - Sierra Winds,FullCount,2016-07-11,2016-07-11,1239220055004601,AxiaMed House,,,
267682,Gateway,West Hills Dental Care ,10007784 - West Hills Dental Center,Corral,2016-07-19,2016-07-19,1239220055004619,AxiaMed House,,,
268037,Gateway,PCH - Satellite - Gilbert ,10005396 - Phoenix Children's Hospital,Experian Health,2016-07-22,2016-07-22,1239220055004650,AxiaMed House,,,
268045,Gateway,PCH - Satellite - Glendale,10005396 - Phoenix Children's Hospital,Experian Health,2016-07-22,2016-07-22,1239220055004668,AxiaMed House,,,
268048,Gateway,PCH - Satellite - Mercy Gilbert,10005396 - Phoenix Children's Hospital,Experian Health,2016-07-22,2016-07-22,1239220055004684,AxiaMed House,,,
268049,Gateway,PCH - Satellite - Scottsdale,10005396 - Phoenix Children's Hospital,Experian Health,2016-07-22,2016-07-22,1239220055004676,AxiaMed House,,,
268051,Gateway,PCH - Satellite - Northwest,10005396 - Phoenix Children's Hospital,Experian Health,2016-07-22,2016-07-22,1239220055004692,AxiaMed House,,,
268053,Gateway,PCH - Satellite - Pepka ,10005396 - Phoenix Children's Hospital,Experian Health,2016-07-22,2016-07-22,1239220055004700,AxiaMed House,,,
268055,Gateway,PCH - Satellite - Southwest,10005396 - Phoenix Children's Hospital,Experian Health,2016-07-22,2016-07-22,1239220055004718,AxiaMed House,,,
269970,Gateway,Masonic Homes of Kentucky (Down the Stretch Cafe),10008090 - Masonic Homes of Kentucky,FullCount,2016-08-11,2016-08-11,1239220055004817,AxiaMed House,,,
269975,Gateway,Masonic Homes of Kentucky (Salons),10008090 - Masonic Homes of Kentucky,FullCount,2016-08-11,2016-08-11,1239220055004858,AxiaMed House,,,
270539,Gateway,Masonic Homes of Kentucky(The Bistro),10008090 - Masonic Homes of Kentucky,FullCount,2016-08-17,2016-08-17,1239220055004841,AxiaMed House,,,
270723,Gateway,"Masonic Homes of Kentucky, Inc. (Rent)",10008090 - Masonic Homes of Kentucky,FullCount,2016-08-19,2016-08-19,1239220055004825,AxiaMed House,,,
271106,Gateway,Davis &amp; DeRosa Physical Therapy,10001762 - Davis & DeRosa Physical Therapy,Practice Pro (Partner),2016-08-23,2016-08-23,1239220055004932,AxiaMed House,,,
271207,Gateway,Children and Teen Dental - Alabama,10008056 - Children and Teen Dental,Henry Schein One,2016-08-24,2016-08-24,1239220055005012,AxiaMed House,,,
271226,Gateway,Apex PT - Beardstown,10000448 - ApexNetwork Physical Therapy,Practice Pro (Partner),2016-08-24,2016-08-24,1239220055005004,AxiaMed House,,,
271436,Gateway,Lindquist Dental Clinic (Parkland Clinic),10008087 - Lindquist Dental Clinic for Children,Henry Schein One,2016-08-26,2016-08-26,1239220055004981,AxiaMed House,,,
271802,Gateway,"Michael R. Cooper, DDS","10004463 - Michael R. Cooper, DDS",Corral,2016-08-30,2016-08-30,1239220055004833,AxiaMed House,,,
271851,Gateway,Marquardt Village Inc ,10004235 - Marquardt Village,FullCount,2016-08-30,2016-08-30,1239220055039334,AxiaMed House,,,
272094,Gateway,Selma Fyzical Therapy,10008074 - Fyzical - Medical & Sports Rehab Center,Practice Pro (Partner),2016-09-01,2016-09-01,1239220055005038,AxiaMed House,,,
272528,Gateway,Biomatrix Orthopedics ,10000764 - BioMatrix Orthopedics,Bonafide,2016-09-07,2016-09-07,1239220055005061,AxiaMed House,,,
273114,Gateway,Valley Hospital - TR World,10007215 - The Valley Hospital (NJ),Experian Health,2016-09-13,2016-09-13,1239220055004957,AxiaMed House,,,
273479,Gateway,Kids Dental Kare (Hollywood),10008085 - Kids Dental Kare,Henry Schein One,2016-09-16,2016-09-16,1239220055005087,AxiaMed House,,,
275042,Gateway,Chester County Dentistry for Children - West Chester,10008056 - Children and Teen Dental,Henry Schein One,2016-10-03,2016-10-03,1239220055005210,AxiaMed House,,,
275168,Gateway,Pediatric Dentistry at Longwood,10008056 - Children and Teen Dental,Henry Schein One,2016-10-03,2016-10-03,1239220055005228,AxiaMed House,,,
277629,Gateway,"Happy Harbor Methodist Home, Inc.",10004430 - Methodist Retirement Communities (MRC),FullCount,2016-10-28,2016-10-28,1239220055005152,AxiaMed House,,,
277983,Gateway,Advanced Physical Therapy,10000136 - Advanced Physical Therapy Center,Corral,2016-11-01,2016-11-01,1239220055006564,AxiaMed House,,,
278258,Gateway,Brethren Village,10000870 - Brethren Village,FullCount,2016-11-03,2016-11-03,1239220055005368,AxiaMed House,,,
279473,Gateway,Sea Spray Motel Inc,10006067 - Sea Spray Motel,Gearco (Partner),2016-11-16,2016-11-16,1239220055005764,AxiaMed House,,,
279490,Gateway,Apex PT - Taylorville,10000448 - ApexNetwork Physical Therapy,Practice Pro (Partner),2016-11-16,2016-11-16,1239220055005350,AxiaMed House,,,
279744,Gateway,Menno Haven Retirement Communities ,10004396 - Menno Haven Retirement Communities,FullCount,2016-11-18,2016-11-18,1239220055005376,AxiaMed House,,,
279778,Gateway,"J&amp;T Towing, Inc.","10003509 - J&T Towing, Inc.",Tracker Management,2016-11-18,2016-11-18,1239220055005384,AxiaMed House,,,
280466,Gateway,South Arkansas Womens Clinic,10006538 - South Arkansas Women's Clinic,Corral,2016-11-28,2016-11-28,1239220055005467,AxiaMed House,,,
280591,Gateway,Kids Dental Kare (Burbank),10008085 - Kids Dental Kare,Henry Schein One,2016-11-29,2016-11-29,1239220055005442,AxiaMed House,,,
280624,Gateway,Kids Dental Kare (Panorama City),10008085 - Kids Dental Kare,Henry Schein One,2016-11-29,2016-11-29,1239220055005459,AxiaMed House,,,
280741,Gateway,The Friendly Home,10007129 - The Friendly Home,FullCount,2016-11-30,2016-11-30,1239220055005475,AxiaMed House,,,
280865,Gateway,St. Joseph Hospital (ME),10001620 - Covenant Health,Experian Health,2016-12-01,2016-12-01,1239220055005335,AxiaMed House,,,
280866,Gateway,St. Joseph Ambulatory (ME),10006730 - St. Joseph Hospital,Experian Health,2016-12-01,2016-12-01,1239220055005343,AxiaMed House,,,
281325,Gateway,Kids Dental Kare (Pasadena),10008085 - Kids Dental Kare,Henry Schein One,2016-12-05,2016-12-05,1239220055005483,AxiaMed House,,,
281550,Gateway,"Gila C. Dorostkar, Pediatric Dentistry (Greenbrae)","10002937 - Gila C. Dorostkar, Pediatric Dentistry (Greenbrae)",Henry Schein One,2016-12-07,2016-12-07,1239220055005491,AxiaMed House,,,
281552,Gateway,G.C. Dorostkar,10008140 - Ross Valley Dental Management,Henry Schein One,2016-12-07,2016-12-07,1239220055005509,AxiaMed House,,,
281994,Gateway,Family Care Southwest PC,"10002586 - Family Care Southwest, PC",Relatient,2016-12-12,2016-12-12,1239220055005525,AxiaMed House,,,
282242,Gateway,Stonebridge Ranch Dentisty,"10007064 - Texas Pediatric Dentistry, PA",Henry Schein One,2016-12-15,2016-12-15,1239220055005558,AxiaMed House,,,
282243,Gateway,Texas Pediatric Dentistry,"10007064 - Texas Pediatric Dentistry, PA",Henry Schein One,2016-12-15,2016-12-15,1239220055005541,AxiaMed House,,,
283003,Gateway,One Pediatrics - East Louisville Pediatrics - Crestwood,10005020 - One Peds Billing,Relatient,2016-12-22,2016-12-22,1239220055005624,AxiaMed House,,,
283005,Gateway,One Pediatrics - Growing Kids Pediatrics,10005020 - One Peds Billing,Relatient,2016-12-22,2016-12-22,1239220055005640,AxiaMed House,,,
283006,Gateway,One Pediatrics - East Louisville Pediatrics - Westport ,10005020 - One Peds Billing,Relatient,2016-12-22,2016-12-22,1239220055005632,AxiaMed House,,,
283007,Gateway,One Pediatrics - Pediatrics of Bullitt Cty. Mt. Washington,10005020 - One Peds Billing,Relatient,2016-12-22,2016-12-22,1239220055005590,AxiaMed House,,,
283008,Gateway,One Pediatrics - Kaplan Barron Pediatrics,10005020 - One Peds Billing,Relatient,2016-12-22,2016-12-22,1239220055005657,AxiaMed House,,,
283010,Gateway,One Pediatrics - Oldham County Pediatrics - Louisville,10005020 - One Peds Billing,Relatient,2016-12-22,2016-12-22,1239220055005673,AxiaMed House,,,
283011,Gateway,One Pediatrics - Oldham County Pediatrics - LaGrange,10005020 - One Peds Billing,Relatient,2016-12-22,2016-12-22,1239220055005665,AxiaMed House,,,
283012,Gateway,One Pediatrics - Prospect Pediatrics,10005020 - One Peds Billing,Relatient,2016-12-22,2016-12-22,1239220055005681,AxiaMed House,,,
283013,Gateway,One Pediatrics - South Louisville Pediatrics - Dixie,10005020 - One Peds Billing,Relatient,2016-12-22,2016-12-22,1239220055005707,AxiaMed House,,,
283014,Gateway,One Pediatrics - South Louisville Pediatrics - Bardstown Rd,10005020 - One Peds Billing,Relatient,2016-12-22,2016-12-22,1239220055005699,AxiaMed House,,,
283015,Gateway,One Pediatrics - Springs Pediatrics,10005020 - One Peds Billing,Relatient,2016-12-22,2016-12-22,1239220055005715,AxiaMed House,,,
283018,Gateway,One Pediatrics - Pediatrics of Bullitt Cty. Shepherdsville,10005020 - One Peds Billing,Relatient,2016-12-22,2016-12-22,1239220055005608,AxiaMed House,,,
283022,Gateway,One Pediatrics - All Star Pediatrics,10005020 - One Peds Billing,Relatient,2016-12-22,2016-12-22,1239220055005616,AxiaMed House,,,
283213,Gateway,"Consolidated Towing, Inc.","10001542 - Consolidated Towing, Inc.",Tracker Management,2016-12-27,2016-12-27,1239220055005749,AxiaMed House,,,
283350,Gateway,MRC PineCrest,10004430 - Methodist Retirement Communities (MRC),FullCount,2016-12-28,2016-12-28,1239220055005582,AxiaMed House,,,
283701,Gateway,ZEO BROTHERS PRODUCTIONS,10007956 - Zeo Brothers,Unique Business Systems (partner),2016-12-30,2016-12-30,1239220055005566,AxiaMed House,,,
284313,Gateway,Apex PT - Bloomfield NM,10000448 - ApexNetwork Physical Therapy,Practice Pro (Partner),2017-01-06,2017-01-06,1239220055005822,AxiaMed House,,,
284449,Gateway,Kids Dental Kare (Baldwin Park),10008085 - Kids Dental Kare,Henry Schein One,2017-01-09,2017-01-09,1239220055005830,AxiaMed House,,,
285394,Gateway,Terrebonne General Medical Center,10007053 - Terrebonne General Medical Center,Experian Health,2017-01-17,2017-01-17,1239220055005780,AxiaMed House,,,
285405,Gateway,Terrebonne Physician Practice Partners,10007053 - Terrebonne General Medical Center,Experian Health,2017-01-17,2017-01-17,1239220055005871,AxiaMed House,,,
285407,Gateway,Terrebonne Physician Practice Partners (Internet),10007053 - Terrebonne General Medical Center,Experian Health,2017-01-17,2017-01-17,1239220055005806,AxiaMed House,,,
287096,Gateway,Legacy Dental Group,10003978 - Legacy Dental Group,Henry Schein One,2017-01-31,2017-01-31,1239220055006598,AxiaMed House,,,
287285,Gateway,Piedmont Regional Dental Clinic,10005421 - Piedmont Regional Dental Clinic,Henry Schein One,2017-02-01,2017-02-01,1239220055006606,AxiaMed House,,,
287598,Gateway,Eisenhower Urgent Care - Argyros,10002358 - Eisenhower Medical Center,Experian Health,2017-02-03,2017-02-03,1239220055006341,AxiaMed House,,,
287603,Gateway,Eisenhower Radiation Therapy &amp; Oncology,10002358 - Eisenhower Medical Center,Experian Health,2017-02-03,2017-02-03,1239220055006333,AxiaMed House,,,
287605,Gateway,Eisenhower Cardiology - Argyros,10002358 - Eisenhower Medical Center,Experian Health,2017-02-03,2017-02-03,1239220055006325,AxiaMed House,,,
287606,Gateway,Eisenhower Primary &amp; Family Care - Argyros,10002358 - Eisenhower Medical Center,Experian Health,2017-02-03,2017-02-03,1239220055006358,AxiaMed House,,,
287608,Gateway,Eisenhower Wellness Institute - Argyros,10002358 - Eisenhower Medical Center,Experian Health,2017-02-03,2017-02-03,1239220055006366,AxiaMed House,,,
287610,Gateway,Eisenhower Women's Health - Argyros,10002358 - Eisenhower Medical Center,Experian Health,2017-02-03,2017-02-03,1239220055006317,AxiaMed House,,,
287611,Gateway,Eisenhower E365 Womens Health - Bannan,10002358 - Eisenhower Medical Center,Experian Health,2017-02-03,2017-02-03,1239220055005988,AxiaMed House,,,
287612,Gateway,Eisenhower Wound Care - Bannan,10002358 - Eisenhower Medical Center,Experian Health,2017-02-03,2017-02-03,1239220055005970,AxiaMed House,,,
287798,Gateway,Waltonwood at Twelve Oaks,10008156 - Waltonwood,FullCount,2017-02-06,2017-02-06,1239220055006614,AxiaMed House,,,
287817,Gateway,Tracy Phillips Family Medicine - Redfield,10008154 - Tracy Phillips Family Medicine,Corral,2017-02-06,2017-02-06,1239220055006648,AxiaMed House,,,
287991,Gateway,OB-GYN Associates PC,10004971 - OB-GYN Associates PC,Relatient,2017-02-07,2017-02-07,1239220055006630,AxiaMed House,,,
288243,Gateway,Eisenhower Behavioral Health - Bob Hope,10002358 - Eisenhower Medical Center,Experian Health,2017-02-09,2017-02-09,1239220055006184,AxiaMed House,,,
288246,Gateway,Eisenhower Cardiology - Bob Hope,10002358 - Eisenhower Medical Center,Experian Health,2017-02-09,2017-02-09,1239220055006200,AxiaMed House,,,
288250,Gateway,Eisenhower Gastroenterology - Bob Hope,10002358 - Eisenhower Medical Center,Experian Health,2017-02-09,2017-02-09,1239220055006176,AxiaMed House,,,
288253,Gateway,Eisenhower Infectious Disease - Bob Hope,10002358 - Eisenhower Medical Center,Experian Health,2017-02-09,2017-02-09,1239220055006192,AxiaMed House,,,
288286,Gateway,Eisenhower Primary Care - Cathedral City,10002358 - Eisenhower Medical Center,Experian Health,2017-02-09,2017-02-09,1239220055006515,AxiaMed House,,,
288391,Gateway,Eisenhower Cardiology  - Hal B Wallis,10002358 - Eisenhower Medical Center,Experian Health,2017-02-10,2017-02-10,1239220055005996,AxiaMed House,,,
288468,Gateway,Eisenhower Occupational &amp; Speech - Delores Hope,10002358 - Eisenhower Medical Center,Experian Health,2017-02-10,2017-02-10,1239220055006150,AxiaMed House,,,
288469,Gateway,Eisenhower Physical Therapy &amp; Rehab - Delores Hope,10002358 - Eisenhower Medical Center,Experian Health,2017-02-10,2017-02-10,1239220055006168,AxiaMed House,,,
288470,Gateway,Eisenhower Sleep Medicine Center - Desesrt,10002358 - Eisenhower Medical Center,Experian Health,2017-02-10,2017-02-10,1239220055006465,AxiaMed House,,,
288471,Gateway,Eisenhower Medical Center,10002358 - Eisenhower Medical Center,Experian Health,2017-02-10,2017-02-10,1239220055005954,AxiaMed House,,,
288472,Gateway,Eisenhower Pain Management - Harry Diane Rinker,10002358 - Eisenhower Medical Center,Experian Health,2017-02-10,2017-02-10,1239220055006093,AxiaMed House,,,
288473,Gateway,Eisenhower PT &amp; OT - Harry Diane Rinker,10002358 - Eisenhower Medical Center,Experian Health,2017-02-10,2017-02-10,1239220055006101,AxiaMed House,,,
288474,Gateway,Eisenhower Medical Hospital,10002358 - Eisenhower Medical Center,Experian Health,2017-02-10,2017-02-10,1239220055005962,AxiaMed House,,,
288475,Gateway,Eisenhower Cardiothoracic Clinic - Kiewit,10002358 - Eisenhower Medical Center,Experian Health,2017-02-10,2017-02-10,1239220055006069,AxiaMed House,,,
288477,Gateway,Eisenhower Dermatology -  Kiewit,10002358 - Eisenhower Medical Center,Experian Health,2017-02-10,2017-02-10,1239220055006077,AxiaMed House,,,
288776,Gateway,Eisenhower Women's Health - Kiewit,10002358 - Eisenhower Medical Center,Experian Health,2017-02-14,2017-02-14,1239220055006085,AxiaMed House,,,
288777,Gateway,Eisenhower Physical &amp; Occupational Therapy - La Quinta,10002358 - Eisenhower Medical Center,Experian Health,2017-02-14,2017-02-14,1239220055006374,AxiaMed House,,,
288778,Gateway,Eisenhower Cancer Infusion Center - Lucy Curci,10002358 - Eisenhower Medical Center,Experian Health,2017-02-14,2017-02-14,1239220055006036,AxiaMed House,,,
288805,Gateway,Eisenhower Memory Care Center,10002358 - Eisenhower Medical Center,Experian Health,2017-02-14,2017-02-14,1239220055006549,AxiaMed House,,,
288807,Gateway,Eisenhower Primary Care - North Palm,10002358 - Eisenhower Medical Center,Experian Health,2017-02-14,2017-02-14,1239220055006507,AxiaMed House,,,
288808,Gateway,Eisenhower Occupational Health,10002358 - Eisenhower Medical Center,Experian Health,2017-02-14,2017-02-14,1239220055006473,AxiaMed House,,,
288812,Gateway,Eisenhower Primary Care - Palm Drive,10002358 - Eisenhower Medical Center,Experian Health,2017-02-14,2017-02-14,1239220055006531,AxiaMed House,,,
288817,Gateway,Eisenhower Medical Center - Pointe Monterey,10002358 - Eisenhower Medical Center,Experian Health,2017-02-14,2017-02-14,1239220055006432,AxiaMed House,,,
288831,Gateway,Eisenhower Desert Cancer Center - Lucy Curci,10002358 - Eisenhower Medical Center,Experian Health,2017-02-14,2017-02-14,1239220055006051,AxiaMed House,,,
288832,Gateway,Eisenhower Hematology - Lucy Curci,10002358 - Eisenhower Medical Center,Experian Health,2017-02-14,2017-02-14,1239220055006044,AxiaMed House,,,
288864,Gateway,DentalWorks-Turkey Creek,10001847 - DentalOne Partners,Henry Schein One,2017-02-14,2017-02-14,1239220055006622,AxiaMed House,,,
288956,Gateway,Eisenhower Neurology - Probst,10002358 - Eisenhower Medical Center,Experian Health,2017-02-15,2017-02-15,1239220055006291,AxiaMed House,,,
288967,Gateway,Eisenhower Rheumatology - Probst,10002358 - Eisenhower Medical Center,Experian Health,2017-02-15,2017-02-15,1239220055006309,AxiaMed House,,,
288969,Gateway,Eisenhower Neuroscience Center - Rancho,10002358 - Eisenhower Medical Center,Experian Health,2017-02-15,2017-02-15,1239220055006226,AxiaMed House,,,
288971,Gateway,Eisenhower Primary Care - Rancho 305,10002358 - Eisenhower Medical Center,Experian Health,2017-02-15,2017-02-15,1239220055006275,AxiaMed House,,,
288972,Gateway,Eisenhower Primary Care - Rancho 205,10002358 - Eisenhower Medical Center,Experian Health,2017-02-15,2017-02-15,1239220055006283,AxiaMed House,,,
289318,Gateway,Eisenhower Surgical - Rancho,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006259,AxiaMed House,,,
289319,Gateway,Eisenhower Urgent Care - Rancho,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006267,AxiaMed House,,,
289322,Gateway,Eisenhower Urology - Rancho,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006242,AxiaMed House,,,
289323,Gateway,Eisenhower Hema &amp; Oncology - Rancho,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006218,AxiaMed House,,,
289324,Gateway,Eisenhower Physical Therapy - Rimrock,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006390,AxiaMed House,,,
289326,Gateway,Eisenhower Rimrock Primary Care,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006424,AxiaMed House,,,
289327,Gateway,Eisenhower Dermatology - Salta,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006002,AxiaMed House,,,
289328,Gateway,Eisenhower Primary Care - Salta,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006010,AxiaMed House,,,
289330,Gateway,Eisenhower Rheumatology &amp; Pallative - Salta,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006028,AxiaMed House,,,
289333,Gateway,Eisenhower Palm Canyon Behavioral Health,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006523,AxiaMed House,,,
289334,Gateway,Eisenhower Palm Canyon Cardiology,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006416,AxiaMed House,,,
289339,Gateway,Eisenhower Palm Canyon Diabetes &amp; Endo,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006408,AxiaMed House,,,
289341,Gateway,Eisenhower Palm Canyon Gastroenterology,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006499,AxiaMed House,,,
289347,Gateway,Eisenhower Palm Canyon Neurology,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006457,AxiaMed House,,,
289349,Gateway,Eisenhower Palm Canyon Pain,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006481,AxiaMed House,,,
289351,Gateway,Eisenhower Palm Canyon Women's Health,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006440,AxiaMed House,,,
289353,Gateway,Eisenhower Urgent Care - Sunrise,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006382,AxiaMed House,,,
289354,Gateway,Eisenhower Osteoporosis - Wright,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006127,AxiaMed House,,,
289355,Gateway,Eisenhower Pulmonary - Wright,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006119,AxiaMed House,,,
289356,Gateway,Eisenhower TMJ Sleep Apnea - Wright,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006143,AxiaMed House,,,
289361,Gateway,Eisenhower Urology - Wright,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006135,AxiaMed House,,,
289366,Gateway,Eisenhower Endo &amp; Diabetes - Rancho,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006234,AxiaMed House,,,
289370,Gateway,Eisenhower Cancer &amp; Infusion Center - Yucca Valley,10002358 - Eisenhower Medical Center,Experian Health,2017-02-17,2017-02-17,1239220055006580,AxiaMed House,,,
289728,Gateway,Eastern Iowa Dental Center,10002302 - Eastern Iowa Dental Center,Henry Schein One,2017-02-21,2017-02-21,1239220055006671,AxiaMed House,,,
289914,Gateway,Dentistry for Children (Longview),10008067 - Dentistry for Children,Henry Schein One,2017-02-22,2017-02-22,1239220055005855,AxiaMed House,,,
289915,Gateway,Dentistry For Children (Tyler),10008067 - Dentistry for Children,Henry Schein One,2017-02-22,2017-02-22,1239220055005863,AxiaMed House,,,
289921,Gateway,Dentistry for Children (Jacksonville),10008067 - Dentistry for Children,Henry Schein One,2017-02-22,2017-02-22,1239220055005848,AxiaMed House,,,
290148,Gateway,Rainier Family Physical Therapy,10005662 - Rainier Family Physical Therapy,Practice Pro (Partner),2017-02-23,2017-02-23,1239220055006713,AxiaMed House,,,
290150,Gateway,Apex PT - Frenchburg,10000448 - ApexNetwork Physical Therapy,Practice Pro (Partner),2017-02-23,2017-02-23,1239220055006721,AxiaMed House,,,
290447,Gateway,Zeo Brothers Productions,10007956 - Zeo Brothers,Unique Business Systems (partner),2017-02-27,2017-02-27,1239220055005574,AxiaMed House,,,
290503,Gateway,Village at Belmar,10007637 - Village at Belmar,FullCount,2017-02-27,2017-02-27,1239220055006762,AxiaMed House,,,
290821,Gateway,Mercy Health Howland Medical Center,10004404 - Mercy Health,Experian Health,2017-03-01,2017-03-01,1239220055006697,AxiaMed House,,,
290831,Gateway,Saratoga Hospital,10006014 - Saratoga Hospital,Experian Health,2017-03-01,2017-03-01,1239220055006754,AxiaMed House,,,
290835,Gateway,Riverview Land Preserve,10005795 - Riverview Land Preserve,Paradigm Software,2017-03-01,2017-03-01,1239220055006747,AxiaMed House,,,
291080,Gateway,Rusty's Towing,10005875 - Rusty's Towing,Tracker Management,2017-03-02,2017-03-02,1239220055006788,AxiaMed House,,,
291081,Gateway,One Pediatrics - One Peds Billing,10005020 - One Peds Billing,Relatient,2017-03-02,2017-03-02,1239220055006796,AxiaMed House,,,
